	ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4	Date
2940	401853	580	W	4	1		R27.19	43.374	37.70123	-122.037919	0.33	ML	4	5000' W OF EDEN CANYON RD	DT664	L4-W-33-580-02719	101538	422920	2014_02_21
1020	401853	580	W	4	1		R27.19	43.374	37.70123	-122.037919	0.33	ML	4	5000' W OF EDEN CANYON RD	DT664	L4-W-33-580-02719	101538	422920	2013_12_13
2941	401854	580	E	4	1		R27.19	43.222	37.70096	-122.03778	0.285	ML	4	5000' W of Eden Canyon Rd	DT664	L4-E-33-580-02719	101539	420324	2014_02_21
4173	401854	580	E	4	1		R27.19	43.222	37.70096	-122.03778	0.285	ML	4	5000' W of Eden Canyon Rd	DT664	L4-E-33-580-02719	101539	420324	2014_03_07
1021	401854	580	E	4	1		R27.19	43.222	37.70096	-122.03778	0.285	ML	4	5000' W of Eden Canyon Rd	DT664	L4-E-33-580-02719	101539	420324	2013_12_13
1022	401855	580	W	4	1	68084.0	33.86	49.926	37.721256	-122.134811	0.85	ML	4	2500' E of Estudillo Ave	DT665	L4-W-33-580-03386	101540	422926	2013_12_13
1023	401856	580	E	4	1	68084.0	R33.86	49.774	37.721144	-122.135	0.85	ML	4	2500' E OF ESTUDILLO AVE	DT665	L4-E-33-580-03386	101541	420330	2013_12_13
1024	401857	580	W	4	1	53000.0	37.09	53.156	37.763173	-122.149746	0.6	ML	4	E OF FONTAIN ST OC	DT666	L4-W-33-580-03709	101542	422932	2013_12_13
1025	401858	580	E	4	1	53000.0	R37.09	53.004	37.763133	-122.149977	0.6	ML	4	E of Fontain St OC	DT666	L4-E-33-580-03709	101543	420336	2013_12_13
1026	401859	101	N	4	81	5108.0	9.24	411.427	37.523007	-122.266271	0.375	ML	5	N OF HARBOR	DT137	L5-N-35-101-00924	101512	426399	2013_12_13
1027	401860	101	S	4	81	60102.0	6.6	408.823	37.496134	-122.232743	0.215	ML	5	WHIPPLE AVE	DT132	L5-S-35-101-00660	101514	426896	2013_12_13
1028	401861	101	S	4	81	60102.0	6.63	408.853	37.496279	-122.233258	0.485	ML	4	N OF WHIPPLE AVE	DT133	L4-S-35-101-00663	101516	419292	2013_12_13
4174	401861	101	S	4	81	60102.0	6.63	408.853	37.496279	-122.233258	0.48	ML	4	N OF WHIPPLE AVE	DT133	L4-S-35-101-00663	101516	419292	2014_03_07
1029	401868	101	S	4	81	60102.0	8.41	410.633	37.513987	-122.256314	0.22	ML	4	HOLLY ST OFF-S-DIAG	DT135	L4-S-35-101-00841	101525	419310	2013_12_13
1030	401869	101	N	4	81	60102.0	8.78	410.967	37.518081	-122.260663	0.31	ML	5	N OF HOLLY ST	DT136	L5-N-35-101-00878	101526	426392	2013_12_13
1031	401870	101	S	4	81	60102.0	8.78	411.003	37.517958	-122.26082	0.36	ML	5	N of Holly St	DT136	L5-S-35-101-00878	101527	426910	2013_12_13
4175	401870	101	S	4	81	60102.0	8.78	411.003	37.517958	-122.26082	0.355	ML	5	N of Holly St	DT136	L5-S-35-101-00878	101527	426910	2014_03_07
1032	401871	880	N	4	1	68084.0	22.5	32.727	37.707384	-122.161886	0.415	ML	5	200' N of Fairway/Aladdin Dr	DT401	L5-N-33-880-02250	000257	426273	2013_12_13
2942	401872	101	N	4	81	60102.0	3.73	405.917	37.484232	-122.183031	0.52	ML	5	800' N of Marsh Rd.	DT047	L5-N-35-101-00373	101528	426343	2014_02_21
1033	401872	101	N	4	81	60102.0	3.73	405.917	37.484232	-122.183031	0.61	ML	5	800' N of Marsh Rd.	DT047	L5-N-35-101-00373	101528	426343	2013_12_13
1034	401873	101	S	4	81	60102.0	3.73	405.953	37.484087	-122.183239	0.25	ML	5	800' N of Marsh Rd.	DT047	L5-S-35-101-00373	101529	426861	2013_12_13
1035	401874	101	N	4	81	60102.0	4.87	407.057	37.487321	-122.203433	0.99	ML	5	S of Woodside Rd	DT050	L5-N-35-101-00487	101530	426357	2013_12_13
2943	401874	101	N	4	81	60102.0	4.87	407.057	37.487321	-122.203433	0.51	ML	5	S of Woodside Rd	DT050	L5-N-35-101-00487	101530	426357	2014_02_21
1036	401875	101	S	4	81	60102.0	4.87	407.093	37.487195	-122.203699	0.49	ML	5	S OF WOODSIDE RD	DT050	L5-S-35-101-00487	101531	426875	2013_12_13
1037	401876	101	S	4	81	60102.0	5.78	408.003	37.491361	-122.219254	0.08	ML	4	Seaport Blvd rm-n-diag	DT097	L4-S-35-101-00578	101533	419286	2013_12_13
2944	401877	80	W	4	95		23.96	51.441	38.335912	-122.017281	4.295	ML	4	E of Pleasant Valley OC	DT433	L4-W-23-080-02396	101534	419544	2014_02_21
1038	401877	80	W	4	95		23.96	51.441	38.335912	-122.017281	4.295	ML	4	E of Pleasant Valley OC	DT433	L4-W-23-080-02396	101534	419544	2013_12_13
4176	401877	80	W	4	95		23.96	51.441	38.335912	-122.017281	4.295	ML	4	E of Pleasant Valley OC	DT433	L4-W-23-080-02396	101534	419544	2014_03_07
4177	401878	80	E	4	95		23.96	51.441	38.335762	-122.017033	3.974	ML	4	E of Pleasant Valley OC	DT433	L4-E-23-080-02396	101535	418295	2014_03_07
1039	401878	80	E	4	95		23.96	51.441	38.335762	-122.017033	3.974	ML	4	E of Pleasant Valley OC	DT433	L4-E-23-080-02396	101535	418295	2013_12_13
2945	401878	80	E	4	95		23.96	51.441	38.335762	-122.017033	3.974	ML	4	E of Pleasant Valley OC	DT433	L4-E-23-080-02396	101535	418295	2014_02_21
1040	401879	80	E	4	95	23182.0	18.07	45.553	38.260103	-122.060758	1.76	ML	4	TRAVIS BLVD	DT079	L4-E-23-080-01807	997097	418289	2013_12_13
1041	401880	85	N	4	85	68000.0	.57	0.57	37.24082	-121.778693	0.295	ML	3	SB 101 rm-n-diag	DT537	L3-N-37-085-00057	997093	420787	2013_12_13
1042	401881	101	S	4	85		26.78	376.087	37.241836	-121.769232	0.345	ML	4	Bernal Rd rm-s-diag	DT586	L4-S-37-101-02678	997094	419946	2013_12_13
4178	401881	101	S	4	85		26.78	376.087	37.241836	-121.769232	0.345	ML	4	Bernal Rd rm-s-diag	DT586	L4-S-37-101-02678	997094	419946	2014_03_07
2946	401881	101	S	4	85		26.78	376.087	37.241836	-121.769232	0.345	ML	4	Bernal Rd rm-s-diag	DT586	L4-S-37-101-02678	997094	419946	2014_02_21
4179	401882	101	N	4	81	60102.0	8.34	410.527	37.513359	-122.255314	0.39	ML	4	Holly St  on-s-coll	DT134	L4-N-35-101-00834	101510	422248	2014_03_07
1043	401882	101	N	4	81	60102.0	8.34	410.527	37.513359	-122.255314	0.36	ML	4	Holly St  on-s-coll	DT134	L4-N-35-101-00834	101510	422248	2013_12_13
1044	401883	101	S	4	81	60102.0	8.34	410.563	37.51324	-122.255458	0.255	ML	4	Holly St  on-s-coll	DT134	L4-S-35-101-00834	101511	419304	2013_12_13
4180	401883	101	S	4	81	60102.0	8.34	410.563	37.51324	-122.255458	0.27	ML	4	Holly St  on-s-coll	DT134	L4-S-35-101-00834	101511	419304	2014_03_07
1045	401888	880	N	4	1	26000.0	8.43	18.657	37.541569	-122.018846	0.735	ML	5	500' N OF CENTRAL AVE	DT103	L5-N-33-880-00843	101554	426161	2013_12_13
1046	401889	680	S	4	13	83346.0	R12.88	44.381	37.883321	-122.052842	0.434	ML	5	S MAIN ST/SUNNY CT	DT251	L5-S-28-680-01288	101557	426637	2013_12_13
1047	401890	101	N	4	85	68000.0	35.2	384.833	37.343447	-121.855539	0.365	ML	5	200' S OF SAN ANTONIO	DT573	L5-N-37-101-03520	101558	426511	2013_12_13
1048	401891	101	S	4	85	68000.0	35.2	384.869	37.343293	-121.855795	0.57	ML	5	200' S of San Antonio	DT573	L5-S-37-101-03520	101559	427029	2013_12_13
2947	401892	80	E	4	1	53000.0	2.32	7.63	37.824658	-122.307909	0.595	ML	6	WEST GRAND AVE/MARITIME ST	DT100	L6-E-33-080-00232	101544	427396	2014_02_21
1049	401892	80	E	4	1	53000.0	2.32	7.63	37.824658	-122.307909	0.6	ML	6	WEST GRAND AVE/MARITIME ST	DT100	L6-E-33-080-00232	101544	427396	2013_12_13
2948	401893	80	E	4	1	53000.0	2.32	7.63	37.824658	-122.307909		FF	2	West Grand Ave & Maritime St	DT100	C2-E-33-080-00232	101545	431444	2014_02_21
4181	401893	80	E	4	1	53000.0	2.32	7.63	37.824658	-122.307909		FF	2	West Grand Ave & Maritime St	DT100	C2-E-33-080-00232	101545	431444	2014_03_07
1050	401893	80	E	4	1	53000.0	2.32	7.63	37.824658	-122.307909		FF	2	West Grand Ave & Maritime St	DT100	C2-E-33-080-00232	101545	431444	2013_12_13
1051	401894	80	W	4	13	68294.0	4.53	17.863	37.958627	-122.330749	0.38	ML	5	800' E of San Pablo Dam Rd	DT098	L5-W-28-080-00453	101546	427218	2013_12_13
1052	401895	80	E	4	13	68294.0	4.53	17.863	37.958848	-122.330579	0.455	ML	4	800' E of San Pablo Dam Rd	DT098	L4-E-28-080-00453	101547	420186	2013_12_13
1053	401896	980	E	4	1	53000.0	1.58	1.571	37.817758	-122.269915	0.36	ML	3	28th St/Northgate	DT414	L3-E-33-980-00158	101548	420532	2013_12_13
1054	401897	980	E	4	1	53000.0	1.58	1.571	37.817758	-122.269915		FF	2	28th St/Northgate	DT414	C2-E-33-980-00158	101549	431448	2013_12_13
2949	401897	980	E	4	1	53000.0	1.58	1.571	37.817758	-122.269915		FF	2	28th St/Northgate	DT414	C2-E-33-980-00158	101549	431448	2014_02_21
4182	401897	980	E	4	1	53000.0	1.58	1.571	37.817758	-122.269915		FF	2	28th St/Northgate	DT414	C2-E-33-980-00158	101549	431448	2014_03_07
1055	401898	580	W	4	1	53000.0	45.3	61.385	37.824927	-122.270729	0.255	ML	3	MLK Jr. Way	DT340	L3-W-33-580-04530	101550	418866	2013_12_13
1056	401899	580	E	4	1	53000.0	45.3	61.233	37.824753	-122.270809	0.255	ML	3	MLK Jr. Way	DT340	L3-E-33-580-04530	101551	420517	2013_12_13
1057	401900	80	W	4	1	674.0	7.26	12.57	37.88833	-122.30909	0.525	ML	6	200' W of Buchanan	DT640	L6-W-33-080-00726	101552	423818	2013_12_13
2950	401900	80	W	4	1	674.0	7.26	12.57	37.88833	-122.30909	0.525	ML	6	Buchanan St rm-w-diag	DT640	L6-W-33-080-00726	101552	423818	2014_02_21
2951	401901	80	E	4	1	674.0	7.26	12.57	37.888496	-122.308712	0.355	ML	6	oppo Buchanan St rm-w-diag	DT640	L6-E-33-080-00726	101553	427404	2014_02_21
1058	401901	80	E	4	1	674.0	7.26	12.57	37.888496	-122.308712	0.355	ML	6	200' W of Buchanan	DT640	L6-E-33-080-00726	101553	427404	2013_12_13
1059	401906	101	S	4	85	68000.0	34.5	384.169	37.335259	-121.848031	0.6	ML	4	S OF STORY RD OFF RAMP	DT095	L4-S-37-101-03450	101560	424522	2013_12_13
4183	401907	101	S	4	85	68000.0	34.5	384.169	37.335259	-121.848031		FF	2	S of story Rd. off ramp	DT095	C3-S-37-101-03450	101561	431452	2014_03_07
2952	401907	101	S	4	85	68000.0	34.5	384.169	37.335259	-121.848031		FF	2	S of story Rd. off ramp	DT095	C3-S-37-101-03450	101561	431452	2014_02_21
1060	401907	101	S	4	85	68000.0	34.5	384.169	37.335259	-121.848031		FF	2	S of story Rd. off ramp	DT095	C3-S-37-101-03450	101561	431452	2013_12_13
1061	401908	101	N	4	85	68000.0	34.49	384.123	37.335284	-121.847662	0.28	ML	4	Story Rd. rm-n-diag	DT099	L4-N-37-101-03449	101562	422578	2013_12_13
2953	401909	101	N	4	85	68000.0	34.49	384.123	37.335284	-121.847662		FF	3	Story Rd. rm-n-diag	DT099	C3-N-37-101-03449	101563	431454	2014_02_21
1062	401909	101	N	4	85	68000.0	34.49	384.123	37.335284	-121.847662		FF	3	Story Rd. rm-n-diag	DT099	C3-N-37-101-03449	101563	431454	2013_12_13
4184	401909	101	N	4	85	68000.0	34.49	384.123	37.335284	-121.847662		FF	3	Story Rd. rm-n-diag	DT099	C3-N-37-101-03449	101563	431454	2014_03_07
1063	401910	101	N	4	81	5108.0	9.53	411.717	37.526135	-122.269775	0.295	ML	4	RALSTON AVE	DT139	L4-N-35-101-00953	101564	422260	2013_12_13
1064	401911	980	W	4	1	53000.0	1.62	1.611	37.818437	-122.27017	0.476	ML	3	29TH STREET	DT415	L3-W-33-980-00162	101565	418881	2013_12_13
2954	401912	980	W	4	1	53000.0	1.62	1.611	37.818437	-122.27017		FF	3	29th street	DT415	C3-W-33-980-00162	101566	431458	2014_02_21
4185	401912	980	W	4	1	53000.0	1.62	1.611	37.818437	-122.27017		FF	3	29th street	DT415	C3-W-33-980-00162	101566	431458	2014_03_07
1065	401912	980	W	4	1	53000.0	1.62	1.611	37.818437	-122.27017		FF	3	29th street	DT415	C3-W-33-980-00162	101566	431458	2013_12_13
1066	401913	101	S	4	81	46870.0	3.52	405.743	37.482866	-122.179725	0.265	ML	4	MARSH RD  RM-S DIAG	DT901	L4-S-35-101-00352	997106	419268	2013_12_13
1067	401914	101	N	4	81	68252.0	11.2	413.387	37.545233	-122.288409	0.27	ML	4	HILLSDALE BLVD	DTA92	L4-N-35-101-01120	997108	422278	2013_12_13
1068	401917	680	N	4	13	68378.0	R1.04	32.457	37.736505	-121.949957	0.745	ML	4	S of Pine Valley Rd	DT495	L4-N-28-680-00104	997102	418385	2013_12_13
1069	401918	680	S	4	13	68378.0	R1.04	32.457	37.736377	-121.950232	0.745	ML	4	S of Pine Valley Rd	DT495	L4-S-28-680-00104	997103	424168	2013_12_13
1070	401923	80	W	4	95	81554.0	27.55	55.031	38.364998	-121.963981	3.628	ML	4	E MONTE VISTA AVE W/B ON RAMP	DTA76	L4-W-23-080-02755	997110	419550	2013_12_13
1071	401924	680	N	4	13		R10.49	41.882	37.852987	-122.028797	0.28	ML	4	Stone Valley Rd on-n-diag	DT531	L4-N-28-680-01049	997111	418517	2013_12_13
2955	401924	680	N	4	13		R10.49	41.882	37.852987	-122.028797	0.28	ML	4	Stone Valley Rd on-n-diag	DT531	L4-N-28-680-01049	997111	418517	2014_02_21
4186	401924	680	N	4	13		R10.49	41.882	37.852987	-122.028797	0.28	ML	4	Stone Valley Rd on-n-diag	DT531	L4-N-28-680-01049	997111	418517	2014_03_07
4187	401925	680	S	4	13		R10.49	41.882	37.852806	-122.029091	0.28	ML	4	Oppo Stone Valley Rd on-n-diag	DT531	L4-S-28-680-01049	997112	421510	2014_03_07
2956	401925	680	S	4	13		R10.49	41.882	37.852806	-122.029091	0.28	ML	4	Oppo Stone Valley Rd on-n-diag	DT531	L4-S-28-680-01049	997112	421510	2014_02_21
1072	401925	680	S	4	13		R10.49	41.882	37.852806	-122.029091	0.28	ML	4	Oppo Stone Valley Rd on-n-diag	DT531	L4-S-28-680-01049	997112	421510	2013_12_13
1073	401926	101	S	4	85	49670.0	48.62	398.293	37.411999	-122.078452	0.145	ML	4	Shoreline Blvd. rm-s-loop	DT962	L4-S-37-101-04862	997104	424642	2013_12_13
1074	401927	101	N	4	81	46870.0	3.52	405.707	37.483017	-122.179523	0.225	ML	4	MARSH RD	DT220	L4-N-35-101-00352	997098	422212	2013_12_13
4188	401928	101	S	4	81	60102.0	7.56	409.783	37.504821	-122.246025	0.62	ML	5	BRITTAN AVE	DT840	L5-S-35-101-00756	997100	426903	2014_03_07
1075	401928	101	S	4	81	60102.0	7.57	409.793	37.504928	-122.246148	0.635	ML	5	BRITTAN AVE	DT840	L5-S-35-101-00757	997100	426903	2013_12_13
1076	401929	101	N	4	81	60102.0	7.57	409.757	37.505073	-122.245983	0.635	ML	4	Brittan Ave RM-S-Diag	DT840	L4-N-35-101-00757	997101	422236	2013_12_13
4189	401929	101	N	4	81	60102.0	7.46	409.647	37.503896	-122.244641	0.605	ML	5	Brittan Ave RM-S-Diag	DT840	L4-N-35-101-00757	997101	422236	2014_03_07
1077	401934	101	N	4	75	67000.0	1.9	430.194	37.73437	-122.406177	0.565	ML	3	On Bayshore Blvd	DT228	L3-N-34-101-00190	101569	420737	2013_12_13
1078	401935	101	S	4	75	67000.0	1.9	430.23	37.734313	-122.406375	0.755	ML	4	On Bayshore Blvd	DT228	L4-S-34-101-00190	101570	422056	2013_12_13
1079	401936	101	S	4	85	49670.0	47.82	397.493	37.407282	-122.06515	0.435	ML	4	Moffett Blvd rm-s-diag	DT222	L4-S-37-101-04782	101567	424630	2013_12_13
1080	401937	101	S	4	85	49670.0	48.52	398.193	37.411338	-122.076826	0.385	ML	4	Shoreline Blvd rm-s-diag	DT767	L4-S-37-101-04852	998204	424636	2013_12_13
1081	401942	280	N	4	85	68000.0	R2.85	2.85	37.322594	-121.897858	0.46	ML	6	BIRD AVE	DT883	L6-N-37-280-00285	101571	423626	2013_12_13
1082	401943	280	S	4	85	68000.0	R2.85	2.85	37.322361	-121.8978	0.065	ML	4	Bird Ave	DT883	L4-S-37-280-00285	101572	419376	2013_12_13
1083	401948	101	N	4	85	49670.0	48.21	397.847	37.409514	-122.071728	0.43	ML	5	MOFFETT BLVD	DTA67	L5-N-37-101-04821	101581	426539	2013_12_13
1084	401949	101	N	4	85	49670.0	48.94	398.577	37.414582	-122.083368	0.855	ML	5	SHORELINE BLVD RM-N-COLL	DT684	L5-N-37-101-04894	101579	426546	2013_12_13
1085	401950	680	S	4	13	68378.0	R4.19	35.607	37.777214	-121.975415	0.185	ML	4	CROW CANYON RD	DT682	L4-S-28-680-00419	101573	424210	2013_12_13
4190	401951	4	W	4	13		R11.68	12.079	37.992362	-122.076745	0.19	ML	2	oppo Pacheco Blvd off-e-	DT691	L2-W-28-004-R1168	101575	417673	2014_03_07
1086	401951	4	W	4	13		R11.68	12.079	37.992362	-122.076745	0.06	ML	2	oppo Pacheco Blvd off-e-	DT691	L2-W-28-004-R1168	101575	417673	2013_12_13
2957	401951	4	W	4	13		R11.68	12.079	37.992362	-122.076745	0.19	ML	2	oppo Pacheco Blvd off-e-	DT691	L2-W-28-004-R1168	101575	417673	2014_02_21
2958	401952	4	E	4	13		R11.68	12.079	37.992147	-122.076699	0.54	ML	2	Pacheco Blvd off-e-	DT691	L2-E-28-004-R1168	101576	419078	2014_02_21
1087	401952	4	E	4	13		R11.68	12.079	37.992147	-122.076699	0.54	ML	2	Pacheco Blvd off-e-	DT691	L2-E-28-004-R1168	101576	419078	2013_12_13
4191	401952	4	E	4	13		R11.68	12.079	37.992147	-122.076699	0.54	ML	2	Pacheco Blvd off-e-	DT691	L2-E-28-004-R1168	101576	419078	2014_03_07
1088	401953	4	E	4	13	57456.0	24.32	24.135	38.011725	-121.867002	0.755	ML	2	LOVERIDGE RD ON RAMP	DT692	L2-E-28-004-02432	101577	419094	2013_12_13
1089	401954	4	W	4	13	57456.0	24.32	24.135	38.011832	-121.866961	0.825	ML	2	LOVERIDGE RD ON RAMP	DT692	L2-W-28-004-02432	101578	417689	2013_12_13
1090	401955	680	N	4	13	68378.0	R3.8	35.217	37.771977	-121.972497	0.29	ML	5	500' S OF NORRIS CANYON RD	DT124	L5-N-28-680-00380	683227	423413	2013_12_13
1091	401956	680	S	4	13	68378.0	R3.8	35.217	37.771896	-121.972761	0.265	ML	5	500' S of Norris Canyon Rd	DT124	L5-S-28-680-00380	683228	426623	2013_12_13
1092	401957	87	N	4	85	68000.0	1.05	1.05	37.270409	-121.860854	0.22	ML	3	2200' S of Capital Expwy	DT127	L3-N-37-087-00105	683225	420892	2013_12_13
1093	401958	87	S	4	85	68000.0	1.05	1.05	37.270378	-121.861311	0.22	ML	3	2200' S of Capital Expwy	DT127	L3-S-37-087-00105	683226	421307	2013_12_13
1094	401994	101	N	4	85	69084.0	42.68	392.317	37.385523	-121.975872	0.255	ML	4	GREAT AMERICA PKWY	DTA80	L4-N-37-101-04268	997147	422650	2013_12_13
1095	401995	101	N	4	85	69084.0	42.78	392.417	37.386009	-121.977583	0.3	ML	4	GREAT AMERICA PKWY	DTA81	L4-N-37-101-04278	997149	422662	2013_12_13
1096	401996	101	N	4	85	77000.0	45	394.637	37.396411	-122.015716	0.35	ML	4	FAIR OAKS	DTA82	L4-N-37-101-04500	997151	422674	2013_12_13
1097	401997	101	N	4	85	77000.0	45.57	395.207	37.398597	-122.025693	0.74	ML	4	MATHILDA AVE	DTA83	L4-N-37-101-04557	997153	422680	2013_12_13
1098	401998	101	N	4	85	49670.0	47.02	396.657	37.404178	-122.05107	0.41	ML	4	ELLIS STREET	DTA84	L4-N-37-101-04702	997155	422692	2013_12_13
1099	401999	680	S	4	13	17988.0	8.44	39.832	37.831798	-122.004468	0.26	ML	4	El Cerro Blvd on-n-diag	DT523	L4-S-28-680-00844	680250	424276	2013_12_13
1100	402000	101	S	4	85	49670.0	49.5	399.173	37.419828	-122.091045	0.76	ML	4	RENGSTORFF AVE	DT223	L4-S-37-101-04950	997113	424654	2013_12_13
1101	402001	80	W	4	95		8.17	35.642	38.17016	-122.199253	2.41	ML	4	American Canyon Rd	DT143	L4-W-23-080-00817	997115	419490	2013_12_13
4192	402001	80	W	4	95		8.17	35.642	38.17016	-122.199253	2.41	ML	4	American Canyon Rd	DT143	L4-W-23-080-00817	997115	419490	2014_03_07
2959	402001	80	W	4	95		8.17	35.642	38.17016	-122.199253	2.41	ML	4	American Canyon Rd	DT143	L4-W-23-080-00817	997115	419490	2014_02_21
1102	402002	80	E	4	95		8.17	35.642	38.169958	-122.198969	2.45	ML	4	AMERICAN CANYON RD	DT143	L4-E-23-080-00817	997116	418957	2013_12_13
4193	402002	80	E	4	95		8.17	35.642	38.169958	-122.198969	2.45	ML	4	AMERICAN CANYON RD	DT143	L4-E-23-080-00817	997116	418957	2014_03_07
2960	402002	80	E	4	95		8.17	35.642	38.169958	-122.198969	2.45	ML	4	AMERICAN CANYON RD	DT143	L4-E-23-080-00817	997116	418957	2014_02_21
1103	402003	80	W	4	95	23182.0	17.49	44.973	38.253226	-122.066886	0.39	ML	4	OLIVER RD	DT146	L4-W-23-080-01749	997117	419526	2013_12_13
1104	402004	80	E	4	95	23182.0	17.49	44.973	38.253081	-122.066699	0.345	ML	4	Oliver Rd	DT146	L4-E-23-080-01749	997118	418283	2013_12_13
1105	402005	101	S	4	97	56784.0	3.81	471.844	38.2353	-122.619054	0.75	ML	2	LAKEVIEW RD	DT149	L2-S-20-101-00381	997119	417457	2013_12_13
1106	402007	580	W	4	1	41992.0	15.04	31.224	37.701121	-121.819063	0.145	ML	4	AIRWAY BLVD	DT316	L4-W-33-580-01504	997123	424492	2013_12_13
4194	402008	101	N	4	85		3.07	352.328	36.95979	-121.551037	0.48	ML	2	250' S of Route 25	DT652	L2-N-37-101-00307	997125	417441	2014_03_07
1107	402008	101	N	4	85		3.07	352.328	36.95979	-121.551037	0.48	ML	2	250' S of Route 25	DT652	L2-N-37-101-00307	997125	417441	2013_12_13
2961	402008	101	N	4	85		3.07	352.328	36.95979	-121.551037	0.48	ML	2	250' S of Route 25	DT652	L2-N-37-101-00307	997125	417441	2014_02_21
1108	402010	101	S	4	85	29504.0	R5.84	355.147	36.999566	-121.556242	0.6	ML	3	1200' S OF ROUTE 152	DT653	L3-S-37-101-00584	997127	421327	2013_12_13
1109	402011	101	N	4	85	29504.0	R5.84	355.111	36.9996	-121.555853	0.6	ML	3	1200' S of Rt 152	DT653	L3-N-37-101-00584	997128	420927	2013_12_13
1110	402012	580	W	4	1	57792.0	R21.54	37.724	37.698503	-121.937095	0.325	ML	4	SAN RAMON RD	DT978	L4-W-33-580-02154	997129	422914	2013_12_13
1111	402014	101	N	4	85	29504.0	R6.05	355.321	37.002645	-121.556129	0.74	ML	3	EB152 TO NB 101 LOOP	DT655	L3-N-37-101-00605	997133	420932	2013_12_13
1112	402015	580	E	4	1	57792.0	R21.41	37.442	37.698211	-121.934682	0.48	ML	4	FOOTHILL RD	DT980	L4-E-33-580-02141	997135	420318	2013_12_13
1113	402016	580	W	4	1	57792.0	19.75	35.934	37.70183	-121.90489	0.325	ML	5	DOUGHERTY RD	DT979	L4-W-33-580-01975	997137	427344	2013_12_13
1114	402017	580	E	4	1	57792.0	20.15	36.182	37.701638	-121.912277	0.365	ML	3	2800' E OF HWY 680	DTA22	L3-E-33-580-02015	997139	420507	2013_12_13
1115	402018	580	W	4	1	57792.0	19.91	36.094	37.701839	-121.907813	0.3	ML	5	DOUGHERTY RD	DTA25	L5-W-33-580-01991	997141	422908	2013_12_13
1116	402019	580	W	4	1	57792.0	17.93	34.114	37.701573	-121.871745	0.22	ML	4	SANTA RITA RD	DT658	L4-W-33-580-01793	997143	422890	2013_12_13
1117	402020	580	W	4	1	57792.0	17.95	34.134	37.701578	-121.872112	0.315	ML	5	TASSAJARA RD	DT147	L5-W-33-580-01795	997145	427330	2013_12_13
4195	402025	580	W	4	1		11.53	27.714	37.702942	-121.755507	0.345	ML	4	LOS COLINAS RD OC	DT181	L4-W-33-580-01153	101583	424456	2014_03_07
2962	402025	580	W	4	1		11.53	27.714	37.702942	-121.755507	0.345	ML	4	LOS COLINAS RD OC	DT181	L4-W-33-580-01153	101583	424456	2014_02_21
1118	402025	580	W	4	1		11.53	27.714	37.702942	-121.755507	0.345	ML	4	LOS COLINAS RD OC	DT181	L4-W-33-580-01153	101583	424456	2013_12_13
1119	402026	580	E	4	1	41992.0	11.53	27.562	37.702703	-121.755526	0.405	ML	4	LOS COLINAS RD OC	DT181	L4-E-33-580-01153	101584	420294	2013_12_13
1120	402027	580	W	4	1		12.57	28.754	37.700891	-121.774267	0.43	ML	4	N LIVERMORE AVE	DT860	L4-W-33-580-01257	101585	424468	2013_12_13
2963	402027	580	W	4	1		12.57	28.754	37.700891	-121.774267	0.43	ML	4	N LIVERMORE AVE	DT860	L4-W-33-580-01257	101585	424468	2014_02_21
4196	402027	580	W	4	1		12.57	28.754	37.700891	-121.774267	0.43	ML	4	N LIVERMORE AVE	DT860	L4-W-33-580-01257	101585	424468	2014_03_07
1121	402028	580	W	4	1	41992.0	10.67	26.854	37.702801	-121.739963	0.18	ML	4	FIRST STREET	DT862	L4-W-33-580-01067	101597	424444	2013_12_13
1122	402029	580	W	4	1	41992.0	9.77	25.954	37.708574	-121.725238	0.225	ML	4	VASCO RD	DT884	L4-W-33-580-00977	101599	424432	2013_12_13
1123	402030	580	E	4	1	41992.0	10.57	26.602	37.702966	-121.738126	0.32	ML	5	FIRST SREET	DT871	L5-E-33-580-01057	101587	423231	2013_12_13
1124	402031	580	E	4	1	41992.0	R9.58	25.583	37.709831	-121.72158	0.524	ML	5	VASCO RD	DT886	L5-E-33-580-00958	101589	423224	2013_12_13
1125	402032	580	E	4	1	41992.0	R8.55	24.553	37.716692	-121.705048	0.495	ML	5	SOUTHFRONT RD	DT965	L5-E-33-580-00855	101591	423210	2013_12_13
1126	402033	580	W	4	1	41992.0	R8.54	24.695	37.717123	-121.704989	0.27	ML	4	NORTHFRONT RD	DT966	L4-W-33-580-00854	101601	424420	2013_12_13
1127	402038	37	W	4	41	52582.0	13.11	1.904	38.098652	-122.520221	2.249	ML	2	RENAISSANCE RD OFF-E-DIAG	DT725	L2-W-27-037-01311	101605	417665	2013_12_13
1128	402039	37	E	4	41	52582.0	13.11	1.904	38.098527	-122.520036	2.249	ML	2	RENAISSANCE RD OFF-E-DIAG	DT725	L2-E-27-037-01311	101606	419062	2013_12_13
1129	402040	37	W	4	41	52582.0	13.8	2.594	38.105801	-122.511444	1.251	ML	2	HARBOR DR ON-E-HOOK	DT726	L2-W-27-037-01380	101607	417669	2013_12_13
1130	402041	37	E	4	41	52582.0	13.8	2.594	38.105662	-122.511247	1.251	ML	2	HARBOR DR ON-E-HOOK	DT726	L2-E-27-037-01380	101608	419066	2013_12_13
